00:23 [AEU | 1: Alliance Communication] Eli Grey transmits, "How's it going?"
% == Detected via Quantum Entanglement comm
Your communicator also reports that there are 2 pilots who were active but dropped out of communications.
Additionally, there are 12 pilots who appear to have their communicators on but have not recently been active.
Final total: 23 pilots.
Want to know if anyone's relaxing in a public venue? Check WHERE!

21:21 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "Looks like we've got some things going, but we haven't met any performance goals yet!"

21:32 [AEU | 4: Sector Status] AEU Battery-Powered Message Beacon at New Earth Orbit is now on emergency power.

21:54 [Notification from Space Explorers Amidst The Stars] The organization has gained 4,351,851.85 credits for a submission from a battle analysis scanner on League Battle-Scanning Nuclear Temporary Station involving the two-person cipactli "Righteous Defense".

22:03 [MTTS] blindbat84: As a side note, I really do love that they have actual soda dispensers instead of just ordering it on a menu. It feels more like a fast food place.

22:03 [MTTS] autumnrain: I agree.

22:07 [AEU | 1: Alliance Communication] Julius Smith transmits, "Oh to own a flitter."

22:16 [Notification from Space Explorers Amidst The Stars] The organization has gained 4,351,851.85 credits for a submission from a battle analysis scanner on League Battle-Scanning Nuclear Temporary Station involving the two-person cipactli "Righteous Defense".

22:21 [AEU | 10: Conquest Status] An AEU pilot corps liaison transmits, "Looks like we've got some things going, but we haven't met any performance goals yet!"

22:32 [AEU | 4: Sector Status] AEU Battery-Powered Message Beacon at New Earth Orbit is shutting down.

22:33 [AEU | 1: Alliance Communication] Eli Grey transmits, "And there it goes.. the last protest station."

22:44 There appear to be about 15 pilots recently active.

22:44 The communicator network and Accord QE comm detect:
Eli Grey  (A)
Julius Smith  (A) [c]
Jade Burkley  (A) [c]
Tanny Hill  (L)
Tobias Hawthorne  (L)
Sarah Bellamy  (L)
Morris Corlew  (L)
Melinda Michaels  (L)
Ali Candan  (L)
%Sean Sloan  (L)
%Katina Faye  (L)
Daniel Blackwell  (F) [c]
Ted Warburton  (F)
Evenia Callseah  (F)
Cheri Lindbergh  (M)

% == Detected via Quantum Entanglement comm
Your communicator also reports that there are 2 pilots who were active but dropped out of communications.
Additionally, there are 10 pilots who appear to have their communicators on but have not recently been active.
Final total: 25 pilots.
Want to know if anyone's relaxing in a public venue? Check WHERE!

22:45 [Starship "Deadly Strike"; Control Room]

22:45 The control room is the hub of every starship. Large metal conduits protect thick bundles of wires carrying information from every part of the ship to this one location. A large transparisteel viewport provides a view out the front of the ship, but experienced pilots in space will have eyes only for the large starmap dominating the right side of the room. Standing before the viewport is the main control board, providing essential functions like the shipwide power lever and alert status. Secondary control boards can be pulled up and folded back to provide a working surface, or pulled down from recesses overhead as needed. Though the room is spacious enough for a few others to sit or stand, the entire architecture of the room is built around the small space before the control board and the person who will stand there: the starship's pilot. The status lights overhead are currently not receiving power. Looking through the windows, you see that the ship is in a garage.
You see a decoy beacon launcher, a wormhole drive tracer, a small hot beverage dispenser, a small hot coffee dispenser, an overstuffed dark green chair, and an insulated purple sleeping bag here.
You can go east, southeast, and out.
(You are sitting on an overstuffed dark green chair.)

22:45 You scramble to your feet.

22:45 [Starship "Deadly Strike"; Airlock]
You can go out and enter into the ship.

22:45 You exit the ship.

22:45 [New Earth; Piper Wincott Memorial Garage]
You can go up.

22:45 [New Earth; Spaceport Landing Pad]

22:45 The four-person mule "Lion's Den" is landed here.
You see an automatic teller machine and a small trash can here.
You can go north, south, west, and down.

22:45 [New Earth; Pilot Corps Liaison Office]

22:45 You see a friendly cadet orientation officer here.
You can go north, up, and out.

22:45 [New Earth; Pilot Corps Liaison Office; Corridor]

22:45 You can go north, east, south, and west.

22:45 [New Earth; Pilot Corps Liaison Office; Corridor]
You can go north, east, south, and west.

22:45 You rapidly enter a few numbers into a keypad next to the door.
You open the door.
[New Earth; Pilot Corps Liaison Office; Space Defense Captain]
You see the Space Defense Captain terminal and a large metal filing cabinet here.
You can go east.

22:45 You remove the 16:00 15/10 AEU space defense report from a brushed steel desk.

22:45 In addition, there appears to be some writing on the 16:00 15/10 AEU space defense report...

22:45 
--
Ship Destroyed in Attack
--

      Beacon A-45: RATS Replicating Autonomous Transmigratory Spacecraft Reaper "RATS Reaper Lambda-1736654" by AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal"
            12:28 15 October 2317 GST

--

--
Ship Victorious
--

      AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal" versus RATS
            12:28 15 October 2317 GST

--


(You finish reading.)

22:45 You grab a large rubber stamp, pound it onto the 16:00 15/10 AEU space defense report, then fling the document into the Outgoing pile.

22:45 You remove the 00:00 16/10 AEU space defense report from a brushed steel desk.

22:45 In addition, there appears to be some writing on the 00:00 16/10 AEU space defense report...

--
Ship Destroyed in Attack
--

      Beacon A-19: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Omicron-5097876" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            21:51 15 October 2317 GST
      Beacon A-19: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Phi-0241899" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            21:53 15 October 2317 GST
      Beacon A-19: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Omega-8820754" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            21:54 15 October 2317 GST
      The Spinward Cluster: RATS Replicating Autonomous Transmigratory Spacecraft Miner "RATS Miner Chi-6702442" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            21:57 15 October 2317 GST
      The Spinward Cluster: RATS Replicating Autonomous Transmigratory Spacecraft Miner "RATS Miner Omega-0549209" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            21:59 15 October 2317 GST
      The Spinward Cluster: RATS Replicating Autonomous Transmigratory Spacecraft Miner "RATS Miner Omega-3255739" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            22:00 15 October 2317 GST

--

--
Ship Victorious
--

      AEU CMX-376-III Coalition Standard C
22:45 argo Hauler Mk III "Golden Dawn" versus RATS
            Six instances from 21:51 15 October 2317 GST to 22:00 15 October 2317 GST

--


(You finish reading.)

22:46 You grab a large rubber stamp, pound it onto the 00:00 16/10 AEU space defense report, then fling the document into the Outgoing pile.

22:46 You remove the 04:00 16/10 AEU space defense report from a brushed steel desk.

22:46 In addition, there appears to be some writing on the 04:00 16/10 AEU space defense report...

--
Ship Destroyed in Attack
--

      The Spinward Cluster: RATS Replicating Autonomous Transmigratory Spacecraft Miner "RATS Miner Beta-8977306" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            23:45 15 October 2317 GST
      The Spinward Cluster: RATS Replicating Autonomous Transmigratory Spacecraft Miner "RATS Miner Omega-0996171" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            23:47 15 October 2317 GST
      The Spinward Cluster: RATS Replicating Autonomous Transmigratory Spacecraft Miner "RATS Miner Xi-9844713" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            23:48 15 October 2317 GST
      The Belt of Orion: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Lambda-4011746" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            00:10 16 October 2317 GST
      The Belt of Orion: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Nu-7422624" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            00:11 16 October 2317 GST
      The Belt of Orion: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Beta-9142608" by AEU CMX-376-III Coalition Standard Cargo Hauler Mk III "Golden Dawn"
            00:12 16 October 2317 GST

--

--
Ship Victorious
--

      AEU CMX-376-III Coaliti
22:46 on Standard Cargo Hauler Mk III "Golden Dawn" versus RATS
            Six instances from 23:45 15 October 2317 GST to 00:12 16 October 2317 GST

--


(You finish reading.)

22:46 You grab a large rubber stamp, pound it onto the 04:00 16/10 AEU space defense report, then fling the document into the Outgoing pile.

22:46 You remove the 16:00 16/10 AEU space defense report from a brushed steel desk.

22:46 In addition, there appears to be some writing on the 16:00 16/10 AEU space defense report...

--
Ship Destroyed in Attack
--

      Hamilton's Funnel: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Delta-6297457" by AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal"
            12:20 16 October 2317 GST
      Hamilton's Funnel: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Omicron-1512623" by AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal"
            12:22 16 October 2317 GST
      Hamilton's Funnel: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Xi-0331625" by AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal"
            12:23 16 October 2317 GST
      Hamilton's Funnel: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Beta-7948058" by AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal"
            12:24 16 October 2317 GST
      Hamilton's Funnel: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Tau-8937954" by AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal"
            12:24 16 October 2317 GST
      Hamilton's Funnel: RATS Replicating Autonomous Transmigratory Spacecraft Probe "RATS Probe Tau-3977099" by AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal"
            12:25 16 October 2317 GST
      Hamilton's Funnel: RATS Replicating Autonomous Transmigratory Spacecraft Miner
22:46  "RATS Miner Eta-5454176" by AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal"
            12:26 16 October 2317 GST
      Hamilton's Funnel: RATS Replicating Autonomous Transmigratory Spacecraft Miner "RATS Miner Phi-6446354" by AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal"
            12:28 16 October 2317 GST
      Hamilton's Funnel: RATS Replicating Autonomous Transmigratory Spacecraft Miner "RATS Miner Rho-2522750" by AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal"
            12:29 16 October 2317 GST

--

--
Ship Victorious
--

      AEU CFY-00-VI Coalition General-Purpose Flitter Mk VI "The Jackal" versus RATS
            Nine instances from 12:20 16 October 2317 GST to 12:29 16 October 2317 GST

--


(You finish reading.)

22:46 You grab a large rubber stamp, pound it onto the 16:00 16/10 AEU space defense report, then fling the document into the Outgoing pile.

22:46 You remove the 16:00 17/10 AEU space defense report from a brushed steel desk.

22:46 In addition, there appears to be some writing on the 16:00 17/10 AEU space defense report...
